Cast,Country,Date Added,Description,Director,Duration (In minutes),Genre,Month Added,Rating,Release Year,Seasons,Show Id,Title,Type,Year,Number of Records
"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch","Germany, United Kingdom",11/20/2019 12:00:00 AM,"Over the years, as they come and go in each other's life, childhood pals Rosie and Alex struggle to resolve the lasting, intimate bond between them.",Christian Ditter,103,"Comedies, International Movies, Romantic Movies",11,R,2014,,80028357,"Love, Rosie",Movie,2019,1
"Aidan Gillen, Melora Walters, Tyler Ross, Jessica Sula, Lesley Fera, Tracy Letts, Debra Winger",United States,11/5/2019 12:00:00 AM,"On the verge of divorce, a middle-aged couple, each involved in a serious affair, rethink their marriage and the meaning of love and fidelity.",Azazel Jacobs,98,"Comedies, Dramas, Independent Movies",11,R,2017,,80167628,The Lovers,Movie,2019,1
"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal, Emory Cohen, Jeffrey Donovan, Evan Jones, Benjamin Bratt, Holt McCallany",United States,11/24/2019 12:00:00 AM,"Trying to go straight, a once-successful businessman fresh out of prison is forced to orchestrate a brazen crime or risk his family.",Ric Roman Waugh,121,"Dramas, Thrillers",11,R,2017,,80125671,Shot Caller,Movie,2019,1
"Riccardo Scamarcio, Valerio Mastandrea, Isabella Ferrari, Valentina Cervi, Jasmine Trinca, Andrea Germani, Marzia Ubaldi, Iaia Forte",Italy,11/1/2019 12:00:00 AM,"An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances.",Valeria Golino,110,"Dramas, International Movies, LGBTQ Movies",11,R,2018,,81179693,Euphoria,Movie,2019,1
"Michael Jai White, Vince Swann, Barry Bostwick, Laila Odom, Gary Owen, Affion Crockett, Steven Lee Johnson, Lindsay Lamb, Zac Zedalis, Cj Sykes",United States,11/5/2019 12:00:00 AM,"When a beloved secret agent falls deep into a coma, his bumbling brother must defend their community from a divisive political threat.",Leslie Small,85,Comedies,11,R,2019,,81053961,Undercover Brother 2,Movie,2019,1
"Alicia Vikander, Riley Keough, Naoki Kobayashi, Jack Huston, Kiki Sukezane, Yoshiko Sakuma, Ken Yamamura, Kazuhiro Muroyama, Akiko Iwase, Crystal Kay",United States,11/15/2019 12:00:00 AM,"In 1980s Tokyo, an enigmatic expat is suspected of killing her friend, who's gone missing in the wake of their love triangle with a local photographer.",Wash Westmoreland,107,"Dramas, Romantic Movies",11,R,2019,,80244457,Earthquake Bird,Movie,2019,1
"Timothée Chalamet, Joel Edgerton, Robert Pattinson, Ben Mendelsohn, Sean Harris, Tom Glynn-Carney, Lily-Rose Depp, Thomasin McKenzie",,11/1/2019 12:00:00 AM,Wayward Prince Hal must turn from carouser to warrior king as he faces hostilities from inside and outside the castle walls in the battle for England.,David Michôd,141,Dramas,11,R,2019,,80182016,The King,Movie,2019,1
"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Ray Romano, Bobby Cannavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Kathrine Narducci, Welker White, Jesse Plemons, Jack Huston, Domenick Lombardozzi, Louis Cancelmi, Paul Herman, Gary Basaraba, Marin Ireland, Sebastian Maniscalco, Steven Van Zandt",United States,11/27/2019 12:00:00 AM,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.,Martin Scorsese,209,Dramas,11,R,2019,,80175798,The Irishman,Movie,2019,1
"Elizabeth Taylor, Laurence Harvey, Eddie Fisher, Dina Merrill, Mildred Dunnock, Betty Field, Jeffrey Lynn, Susan Oliver",United States,11/1/2019 12:00:00 AM,"Elizabeth Taylor won an Oscar as Gloria Wandrous, a stylish call girl who yearns to go straight, especially after she thinks she's found Mr. Right.",Daniel Mann,108,"Classic Movies, Dramas, Romantic Movies",11,TV-14,1960,,60002033,Butterfield 8,Movie,2019,1
"Steve McQueen, Edward G. Robinson, Ann-Margret, Karl Malden, Tuesday Weld, Joan Blondell, Rip Torn, Jack Weston, Cab Calloway, Jeff Corey, Theo Marcuse",United States,11/1/2019 12:00:00 AM,"In Depression-era New Orleans, cocksure stud poker player Eric Stoner – the titular Cincinnati Kid – challenges longtime champ Lancey ""The Man"" Howard to a showdown at the table, where a war of wills – and nerve – ensues.",Norman Jewison,103,"Classic Movies, Dramas",11,TV-14,1965,,70031779,The Cincinnati Kid,Movie,2019,1
"Quincy Jones, Miles Davis, Ray Charles, Sheila E., Ella Fitzgerald, Flavor Flav, Aretha Franklin, Dizzy Gillespie, Lesley Gore, Herbie Hancock, Ice-T, Jesse Jackson, Michael Jackson, Frank Sinatra, Oprah Winfrey",,11/1/2019 12:00:00 AM,"Steering clear of convention, this affecting documentary pays tribute to the life and work of composer, musician and producer Quincy Jones, one of the best-known and most respected men in the music industry.",Ellen Weissbrod,116,"Documentaries, Music & Musicals",11,TV-14,1990,,70111489,Listen Up! The Lives of Quincy Jones,Movie,2019,1
"Chuck D., Harlem Globetrotters",,11/1/2019 12:00:00 AM,Relive the greatest moments of the Harlem Globetrotters with this documentary that chronicles the team's legendary 1948 defeat over the Minneapolis Lakers and their historic 1951 Berlin trip.,,55,"Documentaries, Sports Movies",11,TV-14,2005,,70039241,Harlem Globetrotters: The Team That Changed the World,Movie,2019,1
,,11/1/2019 12:00:00 AM,"While carrying out prison sentences, five notorious thieves in Mexico City share their principles, preferred methods and respect for the craft.",Everardo González,97,"Documentaries, International Movies",11,TV-14,2007,,81170692,The Old Thieves: The Legend of Artegios,Movie,2019,1
Mike Birbiglia,United States,11/22/2019 12:00:00 AM,Mike Birbiglia performs in this live concert special that features a riotous selection of the unique insights and observations culled from his diary.,,56,Stand-Up Comedy,11,TV-14,2008,,70091304,Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,Movie,2019,1
"Miyu Irino, Kana Hanazawa, Fumi Hirano, Takeshi Maeda, Yuka Terasaki, Takanori Hoshino, Suguru Inoue, Megumi Han, Mikako Komatsu, Yuki Hayashi",Japan,11/15/2019 12:00:00 AM,"When a lonely teenager skips his morning classes to sit in a lovely garden, he meets a mysterious older woman who shares his feelings of alienation.",Makoto Shinkai,46,"Anime Features, International Movies, Romantic Movies",11,TV-14,2013,,70291121,The Garden of Words,Movie,2019,1
Jeff Dunham,United States,11/16/2019 12:00:00 AM,"America's most beloved ventriloquist hits the road, bringing along all of his most popular pals, including Achmed, Peanut and Walter.",Robb Dipple,84,Stand-Up Comedy,11,TV-14,2014,,80013267,Jeff Dunham: All Over the Map,Movie,2019,1
"Mai Fuchigami, Ai Kayano, Mami Ozaki, Ikumi Nakagami, Yuka Iguchi, Misato Fukuen, Mikako Takahashi, Kana Ueda, Mika Kikuchi, Maya Yoshioka",Japan,11/22/2019 12:00:00 AM,The girls of Ōarai High must face off against a formidable university team in a fierce tank battle to once again avoid closure of their school.,Tsutomu Mizushima,121,"Action & Adventure, Anime Features, International Movies",11,TV-14,2015,,80159876,Girls und Panzer der Film,Movie,2019,1
"Joshua Fields Millburn, Ryan Nicodemus",United States,11/4/2019 12:00:00 AM,People dedicated to rejecting the American ideal that things bring happiness are interviewed in this documentary showing the virtues of less is more.,Matt D'Avella,78,Documentaries,11,TV-14,2016,,80114460,Minimalism: A Documentary About the Important Things,Movie,2019,1
"Sergio Acosta, Jesús Báez, Ángel Mosqueda, Rodrigo Guardiola, León Larregui",,11/1/2019 12:00:00 AM,This introspective rockumentary follows the career triumphs and intimate moments of legendary Mexican band Zoé as they embark on a global tour.,"Rodrigo Guardiola, Gabriel Cruz Rivas",89,"Documentaries, International Movies, Music & Musicals",11,TV-14,2016,,81170694,Zoé: Panoramas,Movie,2019,1
,United States,11/15/2019 12:00:00 AM,An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history.,"Nate Adams, Adam Carolla",100,"Documentaries, Sports Movies",11,TV-14,2016,,80158800,The 24 Hour War,Movie,2019,1
"Roger Narayan, Shraddha Srinath, Dileep Raj, Krishna Hebbale, Ram Manjjonaath, Chethan Dsouza",India,11/7/2019 12:00:00 AM,A reporter must hunt for the truth behind a strange murder after she crosses paths with a young cop and becomes the investigation's prime suspect.,Pawan Kumar,121,"International Movies, Thrillers",11,TV-14,2016,,80127886,U Turn,Movie,2019,1
"Ramsey Nouah, Christine Allado, Ayo Makun, Emmanuel Edunjobi, Thenjiwe Moseley, Miguel A. Núñez Jr., Bucci Franklin",Nigeria,11/29/2019 12:00:00 AM,"Nursing a broken heart, an IT specialist moves to London to audition for a reality TV show that unexpectedly turns into a real-life cartel drama.",Roger Russell,104,"Action & Adventure, Comedies, International Movies",11,TV-14,2017,,81172908,The Accidental Spy,Movie,2019,1
"Sambasa Nzeribe, Segun Arinze, Tokunbo Idowu, Femi Adebayo",Nigeria,11/29/2019 12:00:00 AM,"When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life.",Toka McBaror,93,"Dramas, International Movies, Thrillers",11,TV-14,2018,,81172901,The Island,Movie,2019,1
Charles Dance,United Kingdom,11/1/2019 12:00:00 AM,"In this epic documentary, last-surviving veterans trace the history of a legendary fighter aircraft that dominated the air during the Battle of Britain.","David Fairhead, Anthony Palmer",95,Documentaries,11,TV-14,2018,,81189396,Spitfire: The Plane that Saved the World,Movie,2019,1
"Ramsey Nouah, Chigul, Sola Sobowale, Ireti Doyle, Ben Touitou, Francis Onwochei, Ememobong Nkana, Emem Inwang, Patrick Onyeke",Nigeria,11/29/2019 12:00:00 AM,Nollywood star Ramsey Nouah learns that someone is impersonating him and breaks out of a mental institution to expose the imposter.,Moses Inwang,107,"Comedies, International Movies, Thrillers",11,TV-14,2018,,81172754,Crazy people,Movie,2019,1
"Nonso Diobi, Mike Ezuruonye, Mercy Aigbe, Rex Nosa, Annie Macaulay Idibia, Ik Ogbonna, Nedu Wazobia, Uzee Usman, Odunlade Adekola, Mr Jollof, Efe Irele, Josh 2 Funny, Haillie Sumney, Emmanuella, MC Lively",,11/29/2019 12:00:00 AM,"Two mooching friends vie for the attention of wealthy, beautiful women only to discover that their lavish lifestyles are bogus.",Mike Ezuruonye,118,"Comedies, International Movies",11,TV-14,2018,,81172841,Lagos Real Fake Life,Movie,2019,1
"Vanessa Hudgens, Josh Whitehouse, Emmanuelle Chriqui, Harry Jarvis, Mimi Gianopulos, Ella Kenion, Jean-Michel Le Gal, Arnold Pinnock",United States,11/21/2019 12:00:00 AM,"Medieval magic sends a 14th-century knight to modern-day Ohio, where he falls for a high school science teacher who's disillusioned by love.",Monika Mitchell,93,"Children & Family Movies, Comedies, Romantic Movies",11,TV-14,2019,,81026188,The Knight Before Christmas,Movie,2019,1
"Ali Fazal, Shriya Pilgaonkar, Jim Sarbh, Barkha Singh, Badrul Islam, Sunil Kumar",India,11/15/2019 12:00:00 AM,A world-weary man’s self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.,"Shashanka Ghosh, Samit Basu",105,"Comedies, Independent Movies, International Movies",11,TV-14,2019,,81076114,House Arrest,Movie,2019,1
"Mama Sane, Amadou Mbow, Ibrahima Traore, Nicole Sougou, Amina Kane, Mariama Gassama, Coumba Dieng, Ibrahima Mbaye, Diankou Sembene","France, Senegal, Belgium",11/29/2019 12:00:00 AM,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them.",Mati Diop,106,"Dramas, Independent Movies, International Movies",11,TV-14,2019,,81082007,Atlantics,Movie,2019,1
"Elio Germano, Michela Cescon, Elena Cotta, Silvia D'Amico, Vincent Scarito","Italy, Belgium, France",11/1/2019 12:00:00 AM,A gravity-defying boy raised in seclusion matures into an extraordinary man – and an international celebrity – who longs for human connection.,Marco Bonfanti,107,"Dramas, International Movies",11,TV-14,2019,,81150305,The Man Without Gravity,Movie,2019,1
"Jacqueline Fernandez, Sushant Singh Rajput, Boman Irani, Pankaj Tripathi, Vikramjeet Virk, Sapna Pabbi, Vibha Chhibber, Kaustubh Kumar",India,11/1/2019 12:00:00 AM,"A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.",Tarun Mansukhani,119,"Action & Adventure, International Movies",11,TV-14,2019,,81189912,Drive,Movie,2019,1
Carroll Shelby,United States,11/22/2019 12:00:00 AM,"Featuring interviews and vintage footage, this documentary traces American icon Carroll Shelby's life of reinvention from farmer to racer to entrepreneur.","Nate Adams, Adam Carolla",119,"Documentaries, Sports Movies",11,TV-14,2019,,81218074,Shelby American,Movie,2019,1
"Rakesh Varre, Gargeyi, Vamsi raj Nekkanti, D P Ghani, K Prasanna",India,11/27/2019 12:00:00 AM,"When caste differences throw a wrench into their otherwise blossoming relationship, a couple must somehow convince the girl’s father to let them marry.",Basava Shankar Eeday,134,"Comedies, International Movies, Romantic Movies",11,TV-14,2019,,81194544,Evvarikee Cheppoddu,Movie,2019,1
"Anand Deverakonda, Shivatmika Rajasekhar, Kannada Kishore",India,11/20/2019 12:00:00 AM,A village landlord's daughter and an educated commoner must decide if their budding forbidden love is worth resisting a repressive social hierarchy.,KVR Mahendra,134,"Dramas, International Movies, Romantic Movies",11,TV-14,2019,,81217738,Dorasaani,Movie,2019,1
"Sonam Kapoor, Dulquer Salmaan, Sanjay Kapoor, Sikander Kher, Angad Bedi, Koel Purie, Pooja Bhamrah, Manu Rishi Chadha",India,11/30/2019 12:00:00 AM,"A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot, to the dismay of their superstition-shunning captain.",Abhishek Sharma,135,"Comedies, Dramas, International Movies",11,TV-14,2019,,81213894,The Zoya Factor,Movie,2019,1
"Victoria Justice, Chase Ellison, Anna Galvin, Matt Winston, Jillian Marie, Valerie Tian, Kerry James, Andrea Brooks, Christie Laing, Cainan Wiebe, Brooke Shields, Brooke D'Orsay, Steven Grayhm","United States, Canada",11/2/2019 12:00:00 AM,"When high school girl-geek Jordan becomes a werewolf after moving to Romania, she must elude her own brother, who sets out to slay her.",Eric Bross,86,"Children & Family Movies, Comedies",11,TV-G,2010,,70292700,The Boy Who Cried Werewolf,Movie,2019,1
"Bonnie Somerville, Shelley Long, Jordan Bridges, Sam McMurray, Haylie Duff, Sam Horrigan, Carrie Wiita, Chris McKenna, Edi Patterson, Jennifer Elise Cox",United States,11/4/2019 12:00:00 AM,Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.,Jim Fall,92,"Children & Family Movies, Comedies, Romantic Movies",11,TV-G,2011,,70209267,A Holiday Engagement,Movie,2019,1
"Ciara Bravo, Jacob Bertrand, Elena Kampouris, Jack Griffo, Donavon Stinson, Keegan Connor Tracy, Jay Brazeau","United States, Canada",11/2/2019 12:00:00 AM,"After a century-old curse of bad luck, a determined teen embarks on a journey to break her family’s generational misfortune.",Stephen Herek,69,"Children & Family Movies, Comedies",11,TV-G,2013,,81214187,Jinxed,Movie,2019,1
"Isabela Moner, Jaheem Toombs, Owen Joyner, Jack De Sena, Brady Reiter, Lisa Arch, Stephanie Escajeda",United States,11/2/2019 12:00:00 AM,"Led by seventh-grader C.J., three students who have been warned about the dangers of high school decide to make the best of their middle-school years.",,44,Movies,11,TV-G,2014,,81215856,100 Things to do Before High School,Movie,2019,1
"Drake Bell, Daniella Monet, David Lewis, Susanne Blakeslee, Daran Norris, Scott Baio, Devon Weigel, Ella Anderson, Carter Hastings",United States,11/2/2019 12:00:00 AM,"In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands.",Savage Steve Holland,68,"Children & Family Movies, Comedies",11,TV-G,2014,,81214223,A Fairly Odd Summer,Movie,2019,1
"Garrett Ryan, Adam Hochstetter, Haley Tju, Brianne Tju, Jenna Ortega, Aaron Eisenberg, Celestial, Richard Balin",United States,11/2/2019 12:00:00 AM,"After the school principal gets pranked, a curious crew of preteen super sleuths tests their detective skills to solve an underwater ruse.",Will Eisenberg,40,"Children & Family Movies, Comedies",11,TV-G,2015,,81214214,The Massively Mixed-Up Middle School Mystery,Movie,2019,1
